297,"Computer Science",4YR,CMPT,371,C4,1ofa
298,"Computer Science",4YR,CMPT,381,C4,1ofa
299,"Computer Science",4YR,CMPT,384,C4,1ofa
300,"Computer Science",4YR,CMPT,394,C4,1ofa
301,"Computer Science",4YR,CMPT,398,C4,1ofa
302,"Computer Science",4YR,CMPT,399,C4,1ofa
303,"Computer Science",4YR,CMPT,400,C4,1ofa
304,"Computer Science",4YR,CMPT,401,C4,1ofa
305,"Computer Science",4YR,CMPT,402,C4,1ofa
306,"Computer Science",4YR,CMPT,403,C4,1ofa
307,"Computer Science",4YR,CMPT,404,C4,1ofa
308,"Computer Science",4YR,CMPT,405,C4,1ofa
309,"Computer Science",4YR,CMPT,406,C4,1ofa
310,"Computer Science",4YR,CMPT,408,C4,1ofa
311,"Computer Science",4YR,CMPT,412,C4,1ofa
312,"Computer Science",4YR,CMPT,423,C4,1ofa
313,"Computer Science",4YR,CMPT,432,C4,1ofa
314,"Computer Science",4YR,CMPT,433,C4,1ofa
315,"Computer Science",4YR,CMPT,434,C4,1ofa
316,"Computer Science",4YR,CMPT,435,C4,1ofa
317,"Computer Science",4YR,CMPT,436,C4,1ofa
318,"Computer Science",4YR,CMPT,438,C4,1ofa
319,"Computer Science",4YR,CMPT,440,C4,1ofa
320,"Computer Science",4YR,CMPT,442,C4,1ofa
321,"Computer Science",4YR,CMPT,463,C4,1ofa
322,"Computer Science",4YR,CMPT,470,C4,1ofa
323,"Computer Science",4YR,CMPT,479,C4,1ofa
324,"Computer Science",4YR,CMPT,480,C4,1ofa
325,"Computer Science",4YR,CMPT,481,C4,1ofa
326,"Computer Science",4YR,CMPT,484,C4,1ofa
327,"Computer Science",4YR,CMPT,485,C4,1ofa
328,"Computer Science",4YR,CMPT,487,C4,1ofa
329,"Computer Science",4YR,CMPT,498,C4,1ofa
330,"Computer Science",4YR,CMPT,499,C4,1ofa
331,"Computer Science",All,INDG,210,C1,1ofa
332,"Computer Science",All,INDG,212,C1,1ofa
333,"Computer Science",All,INDG,214,C1,1ofa
334,"Computer Science",All,INDG,215,C1,1ofa
335,"Computer Science",All,INDG,220,C1,1ofa
336,"Computer Science",All,INDG,221,C1,1ofa
337,"Computer Science",All,INDG,230,C1,1ofa
338,"Computer Science",All,INDG,241,C1,1ofa
339,"Computer Science",All,INDG,252,C1,1ofa
340,"Computer Science",All,INDG,255,C1,1ofa
341,"Computer Science",All,INDG,256,C1,1ofa
342,"Computer Science",All,INDG,261,C1,1ofa
343,"Computer Science",All,INDG,262,C1,1ofa
344,"Computer Science",All,INDG,264,C1,1ofa
345,"Computer Science",All,INDG,265,C1,1ofa
346,"Computer Science",All,INDG,270,C1,1ofa
347,"Computer Science",All,INDG,273,C1,1ofa
348,"Computer Science",All,INDG,280,C1,1ofa
349,"Computer Science",All,INDG,281,C1,1ofa
350,"Computer Science",All,INDG,298,C1,1ofa
351,"Computer Science",All,INDG,299,C1,1ofa
352,"Computer Science",All,INDG,302,C1,1ofa
353,"Computer Science",All,INDG,320,C1,1ofa
354,"Computer Science",All,INDG,321,C1,1ofa
355,"Computer Science",All,INDG,330,C1,1ofa
356,"Computer Science",All,INDG,331,C1,1ofa
357,"Computer Science",All,INDG,340,C1,1ofa
358,"Computer Science",All,INDG,341,C1,1ofa
359,"Computer Science",All,INDG,351,C1,1ofa
360,"Computer Science",All,INDG,352,C1,1ofa
361,"Computer Science",All,INDG,361,C1,1ofa
362,"Computer Science",All,INDG,362,C1,1ofa
363,"Computer Science",All,INDG,366,C1,1ofa
364,"Computer Science",All,INDG,370,C1,1ofa
365,"Computer Science",All,INDG,371,C1,1ofa
366,"Computer Science",All,INDG,373,C1,1ofa
367,"Computer Science",All,INDG,398,C1,1ofa
368,"Computer Science",All,INDG,399,C1,1ofa
369,"Computer Science",All,INDG,410,C1,1ofa
370,"Computer Science",All,INDG,430,C1,1ofa
371,"Computer Science",All,INDG,440,C1,1ofa
372,"Computer Science",All,INDG,450,C1,1ofa
373,"Computer Science",All,INDG,451,C1,1ofa
374,"Computer Science",All,INDG,454,C1,1ofa
375,"Computer Science",All,INDG,471,C1,1ofa
376,"Computer Science",All,INDG,498,C1,1ofa
377,"Computer Science",All,INDG,499,C1,1ofa
