219,INDG,273,ZZZZ,999,0,,"3 additional credit units from ANTH, ARCH, ECON, GEOG, INDG, LING, NS, POLS, PSY, SOC, or WGST"
220,INDG,280,NS,107,1,,
221,INDG,280,INDG,107,1,,
222,INDG,280,ZZZZ,999,0,,"3 additional credit units from ANTH, ARCH, ECON, GEOG, INDG, LING, NS, POLS, PSY, SOC, or WGST"
223,INDG,281,NS,107,1,,
224,INDG,281,INDG,107,1,,
225,INDG,281,ZZZZ,999,0,,"3 additional credit units from ANTH, ARCH, ECON, GEOG, INDG, LING, NS, POLS, PSY, SOC, or WGST"
226,INDG,302,ZZZZ,999,,,12 credit units in Native Studies (NS) or Indigenous Studies (INDG)
227,INDG,320,ZZZZ,999,,,12 credit units in Indigenous Studies (INDG)
228,INDG,321,ZZZZ,999,,,12 credit units in Indigenous Studies (INDG)
229,INDG,330,INDG,230,1,,
230,INDG,330,ZZZZ,999,1,,or permission of the instructor
231,INDG,331,ZZZZ,999,0,,12 credit units in Indigenous Studies (INDG)
232,INDG,331,NS,264,1,,"recommended, not required"
233,INDG,331,INDG,264,1,,"recommended, not required"
234,INDG,340,NS,261,1,,
235,INDG,340,INDG,261,1,,
236,INDG,340,NS,262,2,,
237,INDG,340,INDG,262,2,,
238,INDG,340,ZZZZ,999,,,6 credit units 200-level Native Studies or Indigenous Studies
239,INDG,341,NS,261,1,,
240,INDG,341,INDG,261,1,,
241,INDG,341,NS,262,2,,
242,INDG,341,INDG,262,2,,
243,INDG,341,ZZZZ,999,,,6 credit units 200-level Native Studies or Indigenous Studies
244,INDG,351,INDG,252,0,,
245,INDG,352,INDG,252,0,,
246,INDG,361,INDG,265,0,,
247,INDG,362,INDG,265,1,,
248,INDG,362,NS,265,1,,
249,INDG,362,ZZZZ,999,,,6 credit units 200-level NS or INDG.
250,INDG,366,NS,261,1,,
251,INDG,366,INDG,261,1,,
252,INDG,366,NS,262,2,,
253,INDG,366,INDG,262,2,,
254,INDG,366,ZZZZ,999,,,6 credit units 200-level Native Studies or Indigenous Studies
255,INDG,370,NS,261,1,,
256,INDG,370,INDG,261,1,,
257,INDG,370,NS,262,2,,
258,INDG,370,INDG,262,2,,
259,INDG,370,ZZZZ,999,,,6 credit units 200-level Native Studies or Indigenous Studies
260,INDG,371,INDG,230,0,,
261,INDG,373,ZZZZ,999,,,12 credit units in NS or INDG
262,INDG,373,NS,271,0,,"recommended, not required"
263,INDG,410,ZZZZ,999,1,,18 credit units NS or INDG or permission of the instructor
264,INDG,430,ZZZZ,999,1,,"12 credit units in senior NS or INDG courses, or permission from the instructor."
265,INDG,440,INDG,252,0,,
266,INDG,440,INDG,351,1,,
267,INDG,440,INDG,352,1,,
268,INDG,440,ZZZZ,999,,,12 credit units INDG courses at the 300-level.
269,INDG,450,INDG,252,0,,
270,INDG,450,INDG,351,1,,
271,INDG,450,INDG,352,1,,
272,INDG,450,ZZZZ,999,,,12 credit units INDG courses at the 300-level.
273,INDG,451,INDG,252,0,,
274,INDG,451,INDG,351,1,,
275,INDG,451,INDG,352,1,,
276,INDG,451,ZZZZ,999,,,12 credit units INDG courses at the 300-level.
277,INDG,454,ZZZZ,999,,,12 credit units INDG courses
278,INDG,471,INDG,230,0,,
279,INDG,471,ZZZZ,999,,,and 9 credit units INDG courses at the 300 level; or permission of the instructor.
280,ANTH,202,ZZZZ,999,,,30 credit units of university courses.
281,ANTH,302,ANTH,111,1,,
282,ANTH,302,ZZZZ,999,1,,permission of instructor
283,ANTH,310,ANTH,111,1,,
284,ANTH,310,WGST,112,1,,
285,ANTH,310,ZZZZ,999,1,,permission of instructor
286,ANTH,405,ZZZZ,999,,,3 credit units 300-level ANTH or permission of instructor.
287,ANTH,421,ZZZZ,999,,,3 credit units 300-level ANTH or permission of instructor.
288,ANTH,480,ZZZZ,999,,,3 credit units 300-level ANTH or permission of instructor.
289,ARBC,117,ARBC,114,0,,
290,ARCH,350,ARCH,250,1,,
291,ARCH,350,ARCH,251,1,,
292,ASTR,113,HSCH,999,,,Physics 30 or PHYS 90; and (Mathemetics B30 and C30; or Foundations of Mathematics 30; or Pre-Calculus 30).
293,BINF,300,CMPT,280,0,,
294,BINF,300,BINF,200,0,,
295,BINF,300,BMSC,320,1,,
296,BINF,300,BIOL,226,1,,
297,BIOL,120,ZZZZ,999,1,,Biology 30 or BIOL 90 or BIOL 107 or BIOL 108.
298,BIOL,121,ZZZZ,999,1,,Biology 30 or BIOL 90 or BIOL 107 or BIOL 108.
299,CHEM,112,ZZZZ,999,,,Chemistry 30 or CHEM 90 or CHEM 100
300,CHEM,112,HSCH,999,,,Mathematics B30 or Foundations of Mathematics 30 or Pre-Calculus 30
301,CHEM,115,CHEM,111,1,,
302,CHEM,115,CHEM,112,1,,
303,CHEM,115,CHEM,114,1,,
304,CHEM,250,CHEM,112,1,,
305,CHEM,250,CHEM,114,1,,
306,CHIN,114,ZZZZ,999,0,,permission of department required
307,CHIN,117,CHIN,114,1,,
